name,rating,rating_norm,price_range,is_sponsored,latitude,longitude,has_delivery,is_premium,reviews,reviews_rating_1,reviews_rating_2,reviews_rating_3,reviews_rating_4,reviews_rating_5,IsIn_MICHELIN_Guide,num_cuisines,Italian,American,Chinese,Healthy,Seafood,Middle Eastern,International,Indian,Central Asian,Bar,European,Pizza,Asian,Latin,Japanese,Cafe,British,French,Fast Food,African,Vegan,Halal/Kosher,Gluten-free,Vegetarian friendly,The menu does not match the diets,Parking,Free Wifi,Dog Friendly,Options for PWD, Has Diff Payment Options,Family,Good Location,Gift Cards,Alcohol,Reservations,Has Diff Dining Services,Entertainment
Tsunami Clapham,4.0,-0.32814924561338926,$$ - $$$,False,51.46473,-0.131446,True,False,543,30.0,25.0,51.0,132.0,305.0,0.0,7,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0
The Phoenix,4.5,0.7211120136822641,$$ - $$$,False,51.51497,-0.085671,False,False,152,5.0,5.0,8.0,24.0,110.0,0.0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1
Zizzi - Tower Hill,4.0,-0.32814924561338926,$$ - $$$,False,51.509186,-0.080025,True,False,1237,99.0,107.0,141.0,359.0,531.0,0.0,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0
The Little Taperia,4.5,0.7211120136822641,$$ - $$$,False,51.425503,-0.170219,False,False,336,6.0,9.0,20.0,60.0,241.0,0.0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0
Prezzo Italian Restaurant London St Martins Lane,4.0,-0.32814924561338926,$$ - $$$,False,51.50959,-0.127085,True,False,1438,83.0,88.0,149.0,341.0,777.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0
Cafe Paolo,5.0,1.7703732729779174,$,False,51.50681,-0.248805,False,False,116,2.0,1.0,1.0,6.0,106.0,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0
Capeesh,4.5,0.7211120136822641,$$ - $$$,False,51.499813,-0.01736,True,False,896,43.0,12.0,40.0,87.0,714.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0
Oka Marylebone,4.0,-0.32814924561338926,$$ - $$$,False,51.51893,-0.1504,True,False,46,4.0,4.0,4.0,3.0,31.0,0.0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
M Restaurant Threadneedle Street,4.0,-0.32814924561338926,$$$$,False,51.514214,-0.086476,True,False,856,79.0,98.0,114.0,166.0,400.0,0.0,4,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0
Barrafina Borough Yards,4.0,-0.32814924561338926,$$ - $$$,False,51.50548,-0.092094,False,False,33,4.0,1.0,5.0,4.0,19.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0
Lanzhou Noodle Bar,4.0,-0.32814924561338926,$,False,51.511497,-0.127807,False,False,187,26.0,9.0,15.0,69.0,68.0,0.0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Bonoo Indian Tapas Muswell Hill,5.0,1.7703732729779174,$$ - $$$,False,51.590897,-0.153693,True,False,191,0.0,1.0,1.0,2.0,189.0,0.0,5,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0
Mercer Roof Terrace,4.0,-0.32814924561338926,$$$$,False,51.512127,-0.093592,False,False,116,5.0,10.0,12.0,31.0,58.0,0.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
Bibimbap,4.0,-0.32814924561338926,$,False,51.514385,-0.131004,False,False,547,45.0,30.0,60.0,204.0,208.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0
Da Terra ,5.0,1.7703732729779174,$$$$,False,51.53044,-0.05601,False,False,96,2.0,1.0,1.0,5.0,87.0,0.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0
Charlie’s,4.5,0.7211120136822641,$$$$,False,51.509056,-0.142166,False,False,105,1.0,6.0,7.0,17.0,74.0,0.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0
Renaissance St Pancras London Hotel,4.0,-0.32814924561338926,$$$$,False,51.529926,-0.125817,False,False,328,25.0,24.0,48.0,87.0,144.0,0.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0
The Fellow,4.0,-0.32814924561338926,$$ - $$$,False,51.531563,-0.122261,False,False,473,50.0,34.0,57.0,153.0,179.0,0.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0
Quartier Restaurant - Eight Members Club,4.5,0.7211120136822641,$$$$,False,51.521652,-0.083771,False,False,301,16.0,7.0,26.0,85.0,167.0,0.0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0
Feels Like June,4.5,0.7211120136822641,$$ - $$$,False,51.503197,-0.013217,False,False,50,3.0,5.0,3.0,1.0,38.0,0.0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0
Ruya,4.0,-0.32814924561338926,$$$$,False,51.51009,-0.155068,False,False,176,17.0,14.0,17.0,38.0,90.0,0.0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0
German Doner Kebab,5.0,1.7703732729779174,$,False,51.556995,-0.11771,True,False,112,1.0,0.0,2.0,11.0,98.0,0.0,7,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Barbie Green,4.0,-0.32814924561338926,$$ - $$$,False,51.5177,-0.092477,False,False,109,13.0,2.0,7.0,13.0,74.0,0.0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
The Black Penny Southbank,4.0,-0.32814924561338926,$$ - $$$,False,51.50338,-0.117137,False,False,73,9.0,3.0,5.0,16.0,40.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
Gordon Ramsay Street Burger - St Paul's,4.0,-0.32814924561338926,$$ - $$$,False,51.513676,-0.095392,True,False,197,21.0,19.0,23.0,15.0,119.0,0.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0
Blossom by Khan's Restaurant - Battersea,4.5,0.7211120136822641,$$ - $$$,False,51.464825,-0.158837,True,False,165,7.0,7.0,8.0,34.0,109.0,0.0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0
Banana Tree Angel,4.0,-0.32814924561338926,$$ - $$$,False,51.531284,-0.105898,False,False,564,30.0,36.0,65.0,184.0,249.0,0.0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0
The Argyll Arms,4.0,-0.32814924561338926,$$ - $$$,False,51.515106,-0.141154,False,False,773,42.0,39.0,77.0,281.0,334.0,0.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0
Pedro's Wine Bar,5.0,1.7703732729779174,$$ - $$$,False,51.49854,-0.073125,False,False,19,1.0,0.0,0.0,0.0,18.0,0.0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
The World's End,4.0,-0.32814924561338926,$$ - $$$,False,51.566967,-0.108183,True,False,133,12.0,4.0,11.0,18.0,88.0,0.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1
Harry's Bar,4.5,0.7211120136822641,$$$$,False,51.50934,-0.151462,False,False,61,2.0,1.0,3.0,17.0,38.0,0.0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0
Brasserie Blanc Fulham Reach,4.5,0.7211120136822641,$$ - $$$,False,51.486835,-0.226351,False,False,317,11.0,19.0,28.0,61.0,198.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0
Little Wonder Cafe,4.5,0.7211120136822641,$,False,51.55402,-0.110549,True,False,187,0.0,2.0,6.0,29.0,150.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0
Horse And Guardsman,4.0,-0.32814924561338926,$$ - $$$,False,51.50649,-0.127394,False,False,226,28.0,18.0,18.0,37.0,125.0,0.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
Banana Tree Covent Garden ,4.0,-0.32814924561338926,$$ - $$$,False,51.512394,-0.1207,True,False,70,7.0,10.0,6.0,8.0,39.0,0.0,4,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0
China City  - Russell Square,4.0,-0.32814924561338926,$$ - $$$,False,51.523365,-0.126573,True,False,507,54.0,32.0,66.0,125.0,230.0,0.0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0
Salento,4.5,0.7211120136822641,$$ - $$$,False,51.50962,-0.00546,True,False,275,7.0,2.0,9.0,56.0,201.0,0.0,4,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1
Fine Foods,5.0,1.7703732729779174,$$ - $$$,False,51.498543,-0.08408,False,False,252,2.0,3.0,6.0,27.0,214.0,0.0,5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0
Ping Pong Southbank,4.0,-0.32814924561338926,$$ - $$$,False,51.50525,-0.116548,True,False,1709,117.0,155.0,297.0,599.0,541.0,0.0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0
The Exhibit Balham,4.0,-0.32814924561338926,$$ - $$$,False,51.443146,-0.15128,True,False,431,59.0,41.0,40.0,71.0,220.0,0.0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0
SAMA Bankside,4.5,0.7211120136822641,$$ - $$$,False,51.50674,-0.104021,False,False,153,7.0,5.0,6.0,14.0,121.0,0.0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0
Paradise Indian Restaurant,4.0,-0.32814924561338926,$$ - $$$,False,51.491997,-0.139938,True,False,465,11.0,17.0,67.0,189.0,181.0,0.0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0
The Garrison,3.5,-1.3774105049090426,$$ - $$$,False,51.500713,-0.081752,False,False,881,81.0,72.0,134.0,300.0,294.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0
The Railway,4.0,-0.32814924561338926,$$ - $$$,False,51.465473,0.009022,False,False,345,44.0,31.0,36.0,34.0,202.0,0.0,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1
Smokehouse,3.5,-1.3774105049090426,$$ - $$$,False,51.54251,-0.099675,False,False,523,56.0,52.0,71.0,143.0,201.0,0.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0
Le Colombier,4.5,0.7211120136822641,$$$$,False,51.489967,-0.173098,False,False,353,10.0,17.0,16.0,103.0,207.0,0.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0
El Inca Plebeyo,4.5,0.7211120136822641,$$ - $$$,False,51.540005,-0.096828,False,False,299,8.0,8.0,8.0,28.0,248.0,0.0,5,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0
Mama Shelter London Restaurant & Bar,4.0,-0.32814924561338926,$$ - $$$,False,51.531937,-0.061211,False,False,87,9.0,10.0,11.0,4.0,53.0,0.0,6,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1
The Royal Air Force Club,4.5,0.7211120136822641,$$ - $$$,False,51.504105,-0.148442,False,False,165,3.0,5.0,6.0,37.0,114.0,0.0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0
The Bull Streatham,4.5,0.7211120136822641,$$ - $$$,False,51.419445,-0.128252,True,False,497,16.0,19.0,45.0,79.0,338.0,0.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1
Thai Pot - Bedfordbury,4.0,-0.32814924561338926,$$ - $$$,False,51.509857,-0.125557,False,False,574,30.0,40.0,69.0,180.0,255.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0
La Vita e Bella,4.0,-0.32814924561338926,$$ - $$$,False,51.537636,-0.103555,True,False,191,17.0,10.0,11.0,41.0,112.0,0.0,5,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0
Aline Lebanese Kitchen,4.5,0.7211120136822641,$$ - $$$,False,51.513374,-0.141795,True,False,174,8.0,3.0,8.0,31.0,124.0,0.0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
Daebak,4.0,-0.32814924561338926,$,False,51.48654,-0.119005,True,False,84,9.0,5.0,2.0,18.0,50.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
Pearl Liang,4.0,-0.32814924561338926,$$ - $$$,False,51.5193,-0.180451,True,False,684,61.0,38.0,97.0,249.0,239.0,0.0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0
The Waterway,4.0,-0.32814924561338926,$$ - $$$,False,51.522762,-0.187887,False,False,957,83.0,72.0,132.0,257.0,413.0,0.0,4,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1
Slug & Lettuce The O2,4.0,-0.32814924561338926,$$ - $$$,False,51.502316,0.004594,False,False,876,105.0,56.0,63.0,154.0,498.0,0.0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1
The 10 Cases,4.5,0.7211120136822641,$$ - $$$,False,51.514416,-0.124373,False,False,727,24.0,21.0,58.0,227.0,397.0,0.0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0
Naroon,4.5,0.7211120136822641,$$ - $$$,False,51.51834,-0.14035,True,False,86,1.0,4.0,5.0,5.0,71.0,0.0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0
The Alchemist Canary Wharf,3.5,-1.3774105049090426,$$ - $$$,False,51.503975,-0.019492,True,False,157,33.0,18.0,21.0,26.0,59.0,0.0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0
Fora Restaurant,4.0,-0.32814924561338926,$$ - $$$,False,51.533653,-0.172004,True,False,208,12.0,10.0,22.0,59.0,105.0,0.0,4,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0
Wagamama,4.0,-0.32814924561338926,$$ - $$$,False,51.50882,-0.078988,False,False,903,23.0,52.0,130.0,396.0,302.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0
Café Lapérouse London,4.5,0.7211120136822641,$$$$,False,51.5051,-0.12547,False,False,47,1.0,3.0,2.0,2.0,39.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1
Umu,4.0,-0.32814924561338926,$$$$,False,51.511356,-0.144333,False,False,530,34.0,37.0,56.0,123.0,281.0,1.0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0
Yamabahce Turkish Restaurant,4.0,-0.32814924561338926,$$ - $$$,False,51.515125,-0.150564,False,False,126,17.0,4.0,21.0,31.0,53.0,0.0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
Louie,4.0,-0.32814924561338926,$$$$,False,51.51303,-0.128517,False,False,129,24.0,9.0,13.0,9.0,74.0,0.0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1
Chiswell Street Dining Rooms,4.0,-0.32814924561338926,$$ - $$$,False,51.52076,-0.090733,False,False,427,16.0,16.0,58.0,168.0,169.0,0.0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0
The Cross Keys,4.5,0.7211120136822641,$$ - $$$,False,51.49182,-0.242629,False,False,190,3.0,6.0,5.0,39.0,137.0,0.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1
Manna London,4.0,-0.32814924561338926,$$ - $$$,False,51.542,-0.157561,False,False,568,27.0,34.0,63.0,131.0,313.0,0.0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0
Les 110 De Taillevent,4.5,0.7211120136822641,$$$$,False,51.51696,-0.145804,False,False,391,6.0,14.0,30.0,92.0,249.0,0.0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0
Ozone Coffee Roasters,4.0,-0.32814924561338926,$$ - $$$,False,51.52467,-0.08678,False,False,599,36.0,39.0,45.0,178.0,301.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0
Garden Breakfast Cafe,4.0,-0.32814924561338926,$$ - $$$,False,51.54586,-0.179389,True,False,173,8.0,12.0,13.0,44.0,96.0,0.0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0
New Fortune Cookie,4.0,-0.32814924561338926,$$ - $$$,False,51.510593,-0.187207,False,False,514,25.0,18.0,32.0,183.0,256.0,0.0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0
The Libertine,4.0,-0.32814924561338926,$$ - $$$,False,51.51342,-0.087495,False,False,22,0.0,2.0,1.0,10.0,9.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0
Caravan City,4.0,-0.32814924561338926,$$ - $$$,False,51.51204,-0.090766,False,False,256,16.0,23.0,31.0,75.0,111.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0
Flame & Fire,5.0,1.7703732729779174,$$ - $$$,False,51.493298,-0.240237,True,False,94,0.0,0.0,0.0,5.0,89.0,0.0,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0
Eastway Brasserie,4.0,-0.32814924561338926,$$ - $$$,False,51.517372,-0.082086,False,False,460,24.0,21.0,59.0,150.0,207.0,0.0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0
Seoul Tokyo Korean Restaurant,4.5,0.7211120136822641,$,False,51.501957,-0.092798,False,False,20,1.0,0.0,1.0,7.0,11.0,0.0,6,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
Bramleys Restaurant,4.0,-0.32814924561338926,$$ - $$$,False,51.649433,-0.128177,False,False,91,7.0,5.0,10.0,6.0,63.0,0.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0
The Cuban - Camden,3.5,-1.3774105049090426,$$ - $$$,False,51.542336,-0.147551,False,False,1028,173.0,129.0,178.0,259.0,289.0,0.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1
Côte St Martin's Lane,4.0,-0.32814924561338926,$$ - $$$,False,51.510708,-0.126744,True,False,1764,52.0,64.0,178.0,657.0,814.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0
The Delaunay Counter,4.0,-0.32814924561338926,$$ - $$$,False,51.51309,-0.117875,False,False,287,9.0,10.0,30.0,114.0,124.0,0.0,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0
The Old Ship Hammersmith,3.5,-1.3774105049090426,$$ - $$$,False,51.490253,-0.239987,False,False,632,135.0,73.0,68.0,109.0,247.0,0.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1
Fuwa Fuwa Cafe,4.0,-0.32814924561338926,$$ - $$$,False,51.523895,-0.123484,False,False,116,7.0,5.0,13.0,31.0,60.0,0.0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
Ev Restaurant,4.0,-0.32814924561338926,$$ - $$$,False,51.50418,-0.10634,False,False,589,48.0,55.0,76.0,187.0,223.0,0.0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0
Bistro 1 - Soho,4.0,-0.32814924561338926,$$ - $$$,False,51.51294,-0.130929,False,False,722,38.0,32.0,62.0,241.0,349.0,0.0,5,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0
Marcella,4.5,0.7211120136822641,$$ - $$$,False,51.47957,-0.026211,False,False,139,7.0,1.0,15.0,42.0,74.0,0.0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0
Shawarma Bar,4.5,0.7211120136822641,$$ - $$$,False,51.526047,-0.108756,False,False,138,2.0,11.0,9.0,21.0,95.0,0.0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
Osteria Mbare,4.0,-0.32814924561338926,$$ - $$$,False,51.462555,-0.135472,False,False,180,17.0,17.0,9.0,16.0,121.0,0.0,6,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0
Bright Courtyard,4.0,-0.32814924561338926,$$ - $$$,False,51.518402,-0.156025,True,False,464,43.0,18.0,49.0,107.0,247.0,0.0,6,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0
Sabor Peruano,4.5,0.7211120136822641,$,False,51.492653,-0.101079,False,False,105,7.0,3.0,3.0,28.0,64.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0
