,name,rating,price_range,price_range_numeric,is_sponsored,latitude,longitude,has_delivery,is_premium,reviews,reviews_rating_1,reviews_rating_2,reviews_rating_3,reviews_rating_4,reviews_rating_5,IsIn_MICHELIN_Guide,is close to sightseeng,num_cuisines,Italian,American,Chinese,Healthy,Seafood,Middle Eastern,International,Indian,Central Asian,Bar,European,Pizza,Asian,Latin,Japanese,Cafe,British,French,Fast Food,African,Vegan,Halal/Kosher,Gluten-free,Vegetarian friendly,The menu does not match the diets,Parking,Free Wifi,Dog Friendly,Options for PWD, Has Diff Payment Options,Family,Good Location,Gift Cards,Alcohol,Reservations,Has Diff Dining Services,Entertainment
1121,Stk Steakhouse Strand,4.0,$$$$,4.0,0,51.511765,-0.118585,0,0,2646,321.0,246.0,375.0,523.0,1181.0,0.0,1,4,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0
1122,Milk Beach,4.5,$$ - $$$,2.5,0,51.537308,-0.203186,0,0,96,3.0,6.0,7.0,16.0,64.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0
1123,Trafalgar Tavern,3.5,$$ - $$$,2.5,0,51.484615,-0.004163,0,0,1239,161.0,151.0,175.0,318.0,435.0,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1
1124,Trishna,4.5,$$$$,4.0,0,51.51836,-0.153071,1,0,1280,30.0,47.0,169.0,333.0,701.0,1.0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0
1125,Gaucho - The O2,4.0,$$$$,4.0,0,51.502373,0.004674,1,0,1520,72.0,96.0,193.0,392.0,767.0,0.0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0
1126,The Ninth,4.5,$$ - $$$,2.5,0,51.518772,-0.134851,0,0,731,12.0,24.0,55.0,129.0,512.0,1.0,1,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0
1127,Three Crowns,4.0,$$ - $$$,2.5,0,51.50867,-0.135051,0,0,243,11.0,11.0,20.0,67.0,134.0,0.0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1
1128,BiBi Restaurant,4.0,$$$$,4.0,0,51.512383,-0.153358,0,0,109,10.0,5.0,11.0,10.0,73.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0
1129,The Market Porter,4.0,$$ - $$$,2.5,0,51.505432,-0.091098,0,0,595,39.0,23.0,58.0,234.0,241.0,0.0,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0
1130,Colonel Saab High Holborn,4.0,$$$$,4.0,0,51.516968,-0.12265,0,1,315,30.0,21.0,16.0,31.0,217.0,0.0,1,4,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0
1131,All Bar One New Oxford Street,4.5,$$ - $$$,2.5,0,51.516647,-0.128951,1,0,616,44.0,29.0,43.0,113.0,387.0,0.0,1,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0
1132,Burger & Lobster Oxford Circus,4.5,$$ - $$$,2.5,0,51.51726,-0.140937,1,0,1095,32.0,36.0,102.0,363.0,562.0,0.0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0
1133,Angus Steakhouse Leicester Square,4.0,$$ - $$$,2.5,0,51.51163,-0.127919,0,0,2370,170.0,146.0,207.0,414.0,1434.0,0.0,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0
1134,Humble Grape,4.5,$$ - $$$,2.5,0,51.51359,-0.105307,0,0,508,5.0,16.0,22.0,70.0,395.0,0.0,1,3,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0
1135,Isola,3.5,$$ - $$$,2.5,0,51.515167,-0.150272,0,0,219,43.0,36.0,9.0,26.0,105.0,0.0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
1136,ROSSODISERA - Il Marchigiano - Covent Garden,4.5,$$ - $$$,2.5,0,51.514893,-0.126759,0,0,625,29.0,25.0,35.0,197.0,339.0,0.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0
1137,Dovetale,4.5,$$$$,4.0,0,51.507793,-0.142211,0,0,97,5.0,3.0,7.0,2.0,80.0,1.0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0
1138,Madhu's Of Mayfair,4.0,$$$$,4.0,0,51.509415,-0.136253,0,0,142,13.0,9.0,20.0,15.0,86.0,0.0,1,6,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0
1139,1871 Bar,5.0,$$ - $$$,2.5,0,51.500908,-0.177366,0,0,25,0.0,0.0,1.0,0.0,24.0,0.0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
1140,Azou,4.5,$$ - $$$,2.5,0,51.49336,-0.243176,0,0,378,13.0,6.0,16.0,56.0,287.0,0.0,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0
1141,Brasserie Zedel,4.0,$$ - $$$,2.5,0,51.51057,-0.135596,0,0,6215,239.0,373.0,777.0,1983.0,2843.0,0.0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1
1142,Vijaya Krishna,4.5,$$ - $$$,2.5,0,51.425343,-0.164584,1,0,233,16.0,4.0,13.0,42.0,158.0,0.0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0
1143,Luca,4.0,$$$$,4.0,0,51.522038,-0.101673,0,0,357,22.0,34.0,44.0,65.0,192.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0
1144,Chez Abir Restaurant,5.0,$$ - $$$,2.5,0,51.497074,-0.212649,1,0,250,1.0,1.0,5.0,33.0,210.0,0.0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0
1145,Benugo - Victoria & Albert Museum,4.0,$$ - $$$,2.5,0,51.49729,-0.172419,0,0,378,21.0,28.0,57.0,153.0,119.0,0.0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
1146,Veeraswamy,4.0,$$$$,4.0,0,51.50998,-0.137806,0,1,2288,127.0,106.0,228.0,573.0,1254.0,1.0,1,4,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0
1147,Il Vicolo,4.5,$$ - $$$,2.5,0,51.505657,-0.137549,0,0,293,5.0,10.0,22.0,75.0,181.0,0.0,1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0
1148,Bbar,4.5,$$ - $$$,2.5,0,51.498207,-0.143629,0,0,1188,30.0,23.0,80.0,369.0,686.0,0.0,1,6,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1
1149,12th Knot,4.0,$$$$,4.0,0,51.50839,-0.106654,0,0,780,63.0,47.0,85.0,204.0,381.0,0.0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1
1150,Potli-An Indian Market Kitchen,4.5,$$ - $$$,2.5,0,51.493412,-0.240912,1,0,600,15.0,19.0,38.0,128.0,400.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0
1151,Salt Yard Borough,4.0,$$ - $$$,2.5,0,51.506214,-0.09102,0,0,72,10.0,5.0,6.0,9.0,43.0,0.0,1,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
1152,The Princess of Wales,4.0,$$ - $$$,2.5,0,51.508057,-0.123889,0,0,511,33.0,20.0,36.0,184.0,238.0,0.0,1,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0
1153,Nenno Pizza Restaurant,4.5,$$ - $$$,2.5,0,51.53145,-0.120749,0,0,391,10.0,11.0,26.0,103.0,241.0,0.0,0,6,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0
1154,Com Viet,4.0,$$ - $$$,2.5,0,51.511486,-0.125686,0,0,802,17.0,29.0,81.0,309.0,366.0,0.0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0
1155,Bedales of Borough,4.0,$$ - $$$,2.5,0,51.505394,-0.090354,0,0,389,30.0,29.0,33.0,122.0,175.0,0.0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0
1156,Hoppers Marylebone,4.0,$$ - $$$,2.5,0,51.515923,-0.150864,1,0,457,36.0,32.0,64.0,131.0,194.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0
1157,Ai Sushi,4.0,$$ - $$$,2.5,0,51.617466,-0.176639,1,0,169,11.0,8.0,16.0,58.0,76.0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0
1158,50 Kalò di Ciro Salvo,4.0,$$ - $$$,2.5,0,51.507175,-0.126478,0,0,786,50.0,54.0,71.0,146.0,465.0,0.0,1,7,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1159,Holy Carrot,4.0,$$ - $$$,2.5,0,51.518486,-0.166702,0,0,105,8.0,10.0,8.0,7.0,72.0,1.0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0
1160,FIGO Leyton,5.0,$$ - $$$,2.5,0,51.55954,-0.008052,1,0,300,7.0,2.0,8.0,19.0,264.0,0.0,0,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0
1161,ROKA Charlotte Street,4.5,$$$$,4.0,0,51.51897,-0.135342,0,0,2354,58.0,82.0,234.0,561.0,1419.0,0.0,1,5,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0
1162,Zaika,4.5,$$$$,4.0,0,51.502163,-0.187528,1,0,1437,42.0,51.0,130.0,314.0,900.0,1.0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0
1163,The Swan,4.0,$$ - $$$,2.5,0,51.492996,-0.224807,0,0,765,43.0,37.0,71.0,343.0,271.0,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0
1164,Corrigan's,4.5,$$$$,4.0,0,51.51011,-0.155385,0,0,1214,31.0,50.0,145.0,245.0,743.0,0.0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0
1165,Docklands Diner,4.5,$,1.0,0,51.5074,-0.025326,0,0,135,2.0,0.0,4.0,22.0,107.0,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
1166,Kapara,4.0,$$ - $$$,2.5,0,51.51482,-0.130547,0,0,77,8.0,2.0,10.0,7.0,50.0,0.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1
1167,The Pelican,4.0,$$ - $$$,2.5,0,51.5188,-0.204672,0,0,41,4.0,8.0,3.0,5.0,21.0,1.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0
1168,Tapas Brindisa South Kensington,4.0,$$ - $$$,2.5,0,51.49492,-0.173502,0,0,1246,78.0,100.0,176.0,445.0,447.0,0.0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0
1169,Bulls Head,4.0,$$ - $$$,2.5,0,51.484493,-0.278166,0,0,777,64.0,63.0,54.0,148.0,448.0,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1
1170,Cornerstone,4.5,$$$$,4.0,0,51.544125,-0.025542,0,0,246,6.0,17.0,30.0,37.0,156.0,0.0,1,4,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1171,Tigerbay Hanger Lane,4.5,$$ - $$$,2.5,0,51.46747,0.00761,0,1,121,17.0,2.0,4.0,7.0,91.0,0.0,0,5,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1
1172,Provender,4.5,$$ - $$$,2.5,0,51.579746,0.024091,0,0,636,21.0,20.0,46.0,140.0,409.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0
1173,The Porchester,4.5,$$ - $$$,2.5,0,51.516132,-0.187735,0,0,337,12.0,6.0,22.0,71.0,226.0,0.0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0
1174,Babel Grill House,4.5,$$ - $$$,2.5,0,51.51828,-0.071148,1,0,51,2.0,0.0,1.0,8.0,40.0,0.0,1,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0
1175,Lady Dinah's Cat Emporium,4.5,$$ - $$$,2.5,0,51.525303,-0.070536,0,0,2023,81.0,101.0,187.0,403.0,1251.0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0
1176,Angus Steakhouse Oxford Circus,4.0,$$ - $$$,2.5,0,51.515343,-0.142194,0,0,1386,97.0,107.0,184.0,291.0,707.0,0.0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0
1177,St. John Bread and Wine,4.0,$$ - $$$,2.5,0,51.51979,-0.074315,0,0,726,31.0,43.0,76.0,227.0,349.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0
1178,Fox & Anchor,4.0,$$ - $$$,2.5,0,51.52045,-0.100485,0,0,382,32.0,38.0,31.0,86.0,196.0,0.0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0
1179,Cafe East,4.0,$,1.0,0,51.531914,-0.03479,0,0,130,10.0,7.0,13.0,18.0,82.0,0.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1180,Jamavar,4.0,$$$$,4.0,0,51.510292,-0.14834,1,0,1006,62.0,57.0,99.0,178.0,610.0,1.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0
1181,Le Mercury,4.0,$$ - $$$,2.5,0,51.539673,-0.102496,0,0,839,75.0,60.0,95.0,270.0,339.0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0
1182,Mangio,4.5,$,1.0,0,51.512478,-0.098508,1,0,201,4.0,5.0,7.0,40.0,145.0,0.0,1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
1183,Dhaba@49,4.5,$$ - $$$,2.5,0,51.525173,-0.197273,1,0,380,12.0,7.0,15.0,33.0,313.0,0.0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0
1184,Jimmy’s The O2,3.5,$$ - $$$,2.5,0,51.503025,0.005311,0,0,1887,425.0,183.0,254.0,318.0,706.0,0.0,0,5,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0
1185,Spice Village Tooting,4.0,$$ - $$$,2.5,0,51.43272,-0.163685,1,0,719,51.0,43.0,58.0,151.0,416.0,0.0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0
1186,The Clerk and Well,4.5,$$ - $$$,2.5,0,51.52206,-0.110656,0,0,370,10.0,11.0,19.0,70.0,260.0,0.0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1
1187,Gilgamesh Covent Garden,4.0,$$$$,4.0,0,51.512283,-0.127348,0,0,37,6.0,4.0,1.0,0.0,26.0,0.0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0
1188,Master Wei Xi'an,4.5,$$ - $$$,2.5,0,51.5212,-0.122457,1,0,138,6.0,6.0,6.0,35.0,85.0,0.0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
1189,Lorne Restaurant,4.5,$$$$,4.0,0,51.49276,-0.140391,0,0,335,3.0,9.0,14.0,67.0,243.0,0.0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0
1190,The Rooftop,4.0,$$ - $$$,2.5,0,51.507313,-0.129154,0,0,378,53.0,39.0,41.0,56.0,189.0,0.0,1,4,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0
1191,Cacciari's Restaurant,4.5,$$ - $$$,2.5,0,51.49425,-0.2018,1,0,654,17.0,15.0,41.0,148.0,433.0,0.0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0
1192,Mr Fogg's Gin Club,4.5,$$ - $$$,2.5,0,51.51552,-0.134363,0,0,442,14.0,11.0,17.0,89.0,311.0,0.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0
1193,The Famous Curry Bazaar,4.5,$$ - $$$,2.5,0,51.520187,-0.071959,0,1,2267,79.0,40.0,53.0,172.0,1926.0,0.0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0
1194,Lanes of London,4.5,$$ - $$$,2.5,0,51.512985,-0.158013,0,0,655,9.0,26.0,50.0,101.0,469.0,0.0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1,0
1195,GWR Pullman Dining,4.5,$$$$,4.0,0,51.51823,-0.17103,0,0,323,17.0,9.0,11.0,30.0,256.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0
1196,L' Antipasto City Ltd,4.5,$$ - $$$,2.5,0,51.51014,-0.084407,0,0,251,5.0,3.0,13.0,61.0,169.0,0.0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0
1197,Osteria Tufo,4.5,$$ - $$$,2.5,0,51.565804,-0.110147,0,0,229,2.0,8.0,13.0,53.0,153.0,0.0,0,5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0
1198,The Little Violet Door,4.5,$$ - $$$,2.5,0,51.5125,-0.13889,0,0,34,3.0,2.0,1.0,0.0,28.0,0.0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0
1199,Taste of India,4.5,$$ - $$$,2.5,0,51.526806,-0.13779,0,0,846,54.0,39.0,60.0,119.0,574.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0
1200,Amerigo Vespucci,4.5,$$ - $$$,2.5,0,51.504467,-0.02369,1,0,637,17.0,12.0,51.0,166.0,391.0,0.0,0,5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0
1201,The Lamb,4.5,$$ - $$$,2.5,0,51.52309,-0.11905,0,0,157,7.0,9.0,10.0,42.0,89.0,0.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
1202,The Elgar Room Brasserie,4.0,$$ - $$$,2.5,0,51.50109,-0.177839,0,0,843,27.0,58.0,77.0,209.0,474.0,0.0,1,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0
1203,SoLa,4.5,$$$$,4.0,0,51.513157,-0.132267,0,0,93,6.0,4.0,9.0,6.0,68.0,0.0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0
1204,The Plume of Feathers,4.5,$$ - $$$,2.5,0,51.48181,-0.001118,0,0,365,8.0,7.0,18.0,98.0,234.0,0.0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1
1205,Shankeys,5.0,$$ - $$$,2.5,0,51.543938,-0.04731,0,0,18,0.0,0.0,0.0,0.0,18.0,0.0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
1206,Khan's of Kensington,4.5,$$ - $$$,2.5,0,51.494053,-0.175048,1,0,2100,113.0,75.0,116.0,270.0,1526.0,0.0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0
1207,Briciole,4.0,$$ - $$$,2.5,0,51.519077,-0.163891,0,0,716,27.0,42.0,68.0,204.0,375.0,0.0,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0
1208,Kitchen W8,4.5,$$$$,4.0,0,51.499065,-0.196874,0,0,1069,14.0,26.0,85.0,241.0,703.0,1.0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0
1209,The Oyster Shed,4.0,$$ - $$$,2.5,0,51.50909,-0.08967,0,0,696,58.0,69.0,94.0,189.0,286.0,0.0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0
1210,Nino's,4.5,$$ - $$$,2.5,0,51.59486,0.023217,0,0,283,13.0,10.0,24.0,53.0,183.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0
1211,Terry's Cafe London,4.5,$,1.0,0,51.500675,-0.098375,0,0,611,16.0,17.0,23.0,87.0,470.0,0.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0
