,name,reviews,rating,price_range,is_sponsored,latitude,longitude,has_delivery,is_premium,cuisines,diets,dining_options,reviews_rating_1,reviews_rating_2,reviews_rating_3,reviews_rating_4,reviews_rating_5,IsIn_MICHELIN_Guide
2219,The 10 Cases,727,4.5,$$ - $$$,False,51.514416,-0.124373,False,False,"European, Wine Bar","Vegetarian friendly, Vegan options, Gluten free options","Reservations, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",24.0,21.0,58.0,227.0,397.0,0.0
2220,Naroon,86,4.5,$$ - $$$,False,51.51834,-0.14035,True,False,"Healthy, Middle Eastern, Persian","Vegetarian friendly, Vegan options, Halal","Reservations, Seating, Serves Alcohol, Accepts Credit Cards, Table Service",1.0,4.0,5.0,5.0,71.0,0.0
2221,The Alchemist Canary Wharf,157,3.5,$$ - $$$,False,51.503975,-0.019492,True,False,"Bar, International",The menu does not match the diets,"Reservations, Seating, Serves Alcohol, Full Bar, Table Service, Gift Cards Available",33.0,18.0,21.0,26.0,59.0,0.0
2222,Fora Restaurant,208,4.0,$$ - $$$,False,51.533653,-0.172004,True,False,"Mediterranean, European, Turkish, Middle Eastern","Vegetarian friendly, Vegan options, Gluten free options","Delivery, Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service",12.0,10.0,22.0,59.0,105.0,0.0
2223,Wagamama,903,4.0,$$ - $$$,False,51.50882,-0.078988,False,False,"Japanese, Asian","Vegetarian friendly, Vegan options, Gluten free options","Takeout, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Free Wifi, Accepts Credit Cards, Table Service",23.0,52.0,130.0,396.0,302.0,0.0
2224,Café Lapérouse London,47,4.5,$$$$,False,51.5051,-0.12547,False,False,French,The menu does not match the diets,"Reservations, Outdoor Seating, Private Dining, Seating, Parking Available, Valet Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, American Express, Mastercard, Visa, Free Wifi, Accepts Credit Cards, Table Service, Live Music, Dog Friendly",1.0,3.0,2.0,2.0,39.0,0.0
2225,Umu,530,4.0,$$$$,False,51.511356,-0.144333,False,False,"Japanese, Sushi, Asian, Kaiseki, Kyoto cuisine","Vegetarian friendly, Gluten free options","Reservations, Private Dining, Seating, Highchairs Available, Serves Alcohol, Wine and Beer, American Express, Mastercard, Visa, Free Wifi, Accepts Credit Cards, Table Service",34.0,37.0,56.0,123.0,281.0,1.0
2226,Yamabahce Turkish Restaurant,126,4.0,$$ - $$$,False,51.515125,-0.150564,False,False,"Mediterranean, Turkish, Middle Eastern","Vegetarian friendly, Halal","Takeout, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Table Service",17.0,4.0,21.0,31.0,53.0,0.0
2227,Louie,129,4.0,$$$$,False,51.51303,-0.128517,False,False,"French, Seafood, International",The menu does not match the diets,"Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, American Express, Mastercard, Visa, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service, Live Music, Jazz Bar, Dog Friendly",24.0,9.0,13.0,9.0,74.0,0.0
2228,Chiswell Street Dining Rooms,427,4.0,$$ - $$$,False,51.52076,-0.090733,False,False,"Cafe, European, British, Wine Bar","Vegetarian friendly, Gluten free options","Reservations, Private Dining, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Table Service, Gift Cards Available",16.0,16.0,58.0,168.0,169.0,0.0
2229,The Cross Keys,190,4.5,$$ - $$$,False,51.49182,-0.242629,False,False,"Bar, Pub, Gastropub",Vegetarian friendly,"Takeout, Reservations, Outdoor Seating, Seating, Street Parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, American Express, Mastercard, Visa, Digital Payments, Free Wifi, Discover, Accepts Credit Cards, Table Service, Dog Friendly, Sports bars",3.0,6.0,5.0,39.0,137.0,0.0
2230,Manna London,568,4.0,$$ - $$$,False,51.542,-0.157561,False,False,"International, British, Healthy","Vegetarian friendly, Vegan options, Gluten free options","Reservations, Seating, Street Parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, American Express, Mastercard, Visa, Free Wifi, Accepts Credit Cards, Table Service, Dog Friendly, Non-smoking restaurants",27.0,34.0,63.0,131.0,313.0,0.0
2231,Les 110 De Taillevent,391,4.5,$$$$,False,51.51696,-0.145804,False,False,"French, European, Wine Bar","Vegetarian friendly, Vegan options, Gluten free options","Reservations, Private Dining, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, American Express, Mastercard, Visa, Free Wifi, Accepts Credit Cards, Table Service, Gift Cards Available",6.0,14.0,30.0,92.0,249.0,0.0
2232,Ozone Coffee Roasters,599,4.0,$$ - $$$,False,51.52467,-0.08678,False,False,European,"Vegetarian friendly, Vegan options, Gluten free options","Takeout, Seating, Street Parking, Highchairs Available, Serves Alcohol, Full Bar, Free Wifi, Table Service",36.0,39.0,45.0,178.0,301.0,0.0
2233,Garden Breakfast Cafe,173,4.0,$$ - $$$,False,51.54586,-0.179389,True,False,"Cafe, European, British","Vegetarian friendly, Vegan options, Gluten free options","Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Free Wifi, Table Service",8.0,12.0,13.0,44.0,96.0,0.0
2234,New Fortune Cookie,514,4.0,$$ - $$$,False,51.510593,-0.187207,False,False,"Chinese, Asian, Cantonese, Hong Kong","Vegetarian friendly, Vegan options, Gluten free options","Takeout, Seating, Highchairs Available, Serves Alcohol, Accepts Credit Cards, Table Service",25.0,18.0,32.0,183.0,256.0,0.0
2235,The Libertine,22,4.0,$$ - $$$,False,51.51342,-0.087495,False,False,British,The menu does not match the diets,"Reservations, Seating, Serves Alcohol, Accepts Credit Cards, Table Service",0.0,2.0,1.0,10.0,9.0,0.0
2236,Caravan City,256,4.0,$$ - $$$,False,51.51204,-0.090766,False,False,British,"Vegetarian friendly, Vegan options, Gluten free options","Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service",16.0,23.0,31.0,75.0,111.0,0.0
2237,Flame & Fire,94,5.0,$$ - $$$,False,51.493298,-0.240237,True,False,"Steakhouse, European, British, Healthy","Vegetarian friendly, Vegan options, Gluten free options","Reservations, Seating, Highchairs Available, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",0.0,0.0,0.0,5.0,89.0,0.0
2238,Eastway Brasserie,460,4.0,$$ - $$$,False,51.517372,-0.082086,False,False,"European, British, Healthy","Vegetarian friendly, Vegan options, Gluten free options","Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, American Express, Mastercard, Visa, Free Wifi, Accepts Credit Cards, Table Service, Gift Cards Available",24.0,21.0,59.0,150.0,207.0,0.0
2239,Seoul Tokyo Korean Restaurant,20,4.5,$,False,51.501957,-0.092798,False,False,"Japanese, Barbecue, Sushi, Asian, Korean, Grill",The menu does not match the diets,"Takeout, Reservations, Seating, Accepts Credit Cards, Table Service",1.0,0.0,1.0,7.0,11.0,0.0
2240,Bramleys Restaurant,91,4.0,$$ - $$$,False,51.649433,-0.128177,False,False,"Steakhouse, Grill","Vegetarian friendly, Vegan options","Reservations, Private Dining, Seating, Street Parking, Serves Alcohol, Full Bar, Wine and Beer, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service",7.0,5.0,10.0,6.0,63.0,0.0
2241,The Cuban - Camden,1028,3.5,$$ - $$$,False,51.542336,-0.147551,False,False,"Latin, Bar, Cuban",The menu does not match the diets,"Reservations, Outdoor Seating, Seating, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Table Service, Live Music",173.0,129.0,178.0,259.0,289.0,0.0
2242,Côte St Martin's Lane,1764,4.0,$$ - $$$,False,51.510708,-0.126744,True,False,French,"Vegetarian friendly, Vegan options, Gluten free options","Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Gift Cards Available",52.0,64.0,178.0,657.0,814.0,0.0
2243,The Delaunay Counter,287,4.0,$$ - $$$,False,51.51309,-0.117875,False,False,"Austrian, Cafe, International, European, Central European","Vegetarian friendly, Gluten free options","Takeout, Seating, Wheelchair Accessible, Serves Alcohol, Free Wifi, Accepts Credit Cards, Table Service, Gift Cards Available",9.0,10.0,30.0,114.0,124.0,0.0
2244,The Old Ship Hammersmith,632,3.5,$$ - $$$,False,51.490253,-0.239987,False,False,"Bar, British, Pub","Vegetarian friendly, Vegan options, Gluten free options","Reservations, Outdoor Seating, Private Dining, Seating, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, American Express, Mastercard, Visa, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service",135.0,73.0,68.0,109.0,247.0,0.0
2245,Fuwa Fuwa Cafe,116,4.0,$$ - $$$,False,51.523895,-0.123484,False,False,"Japanese, Cafe, Fast Food, International, Deli, Contemporary",The menu does not match the diets,"Takeout, Seating, Accepts Credit Cards",7.0,5.0,13.0,31.0,60.0,0.0
2246,Ev Restaurant,589,4.0,$$ - $$$,False,51.50418,-0.10634,False,False,"Mediterranean, Turkish, Middle Eastern","Vegetarian friendly, Vegan options, Gluten free options","Takeout, Reservations, Outdoor Seating, Buffet, Seating, Street Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, American Express, Mastercard, Visa, Accepts Credit Cards, Table Service, Family style",48.0,55.0,76.0,187.0,223.0,0.0
2247,Bistro 1 - Soho,722,4.0,$$ - $$$,False,51.51294,-0.130929,False,False,"Italian, Lebanese, International, Mediterranean, European","Vegetarian friendly, Vegan options, Gluten free options","Reservations, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, American Express, Mastercard, Visa, Discover, Accepts Credit Cards, Table Service",38.0,32.0,62.0,241.0,349.0,0.0
2248,Marcella,139,4.5,$$ - $$$,False,51.47957,-0.026211,False,False,"Italian, Mediterranean, European","Vegetarian friendly, Gluten free options","Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service",7.0,1.0,15.0,42.0,74.0,0.0
2249,Shawarma Bar,138,4.5,$$ - $$$,False,51.526047,-0.108756,False,False,"Lebanese, Mediterranean, Middle Eastern, Israeli","Vegetarian friendly, Vegan options, Gluten free options","Takeout, Reservations, Seating, Serves Alcohol, Full Bar, Table Service",2.0,11.0,9.0,21.0,95.0,0.0
2250,Osteria Mbare,180,4.0,$$ - $$$,False,51.462555,-0.135472,False,False,"Italian, Mediterranean, European, Neapolitan, Campania, Southern-Italian","Vegetarian friendly, Vegan options","Reservations, Seating, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",17.0,17.0,9.0,16.0,121.0,0.0
2251,Bright Courtyard,464,4.0,$$ - $$$,False,51.518402,-0.156025,True,False,"Chinese, Asian, Wine Bar, Cantonese, Shanghai, Hong Kong","Vegetarian friendly, Vegan options, Gluten free options","Takeout, Reservations, Private Dining, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",43.0,18.0,49.0,107.0,247.0,0.0
2252,Sabor Peruano,105,4.5,$,False,51.492653,-0.101079,False,False,"Peruvian, Latin",Vegetarian friendly,"Takeout, Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service",7.0,3.0,3.0,28.0,64.0,0.0
2253,The Jam,276,4.0,$$ - $$$,False,51.48533,-0.173899,False,False,Italian,"Vegetarian friendly, Vegan options, Gluten free options","Reservations, Seating, Serves Alcohol, Table Service",18.0,6.0,30.0,77.0,145.0,0.0
2254,Savoy Cafe & Kitchen,92,4.5,$$ - $$$,False,51.52299,-0.07824,False,False,"Cafe, Mediterranean, British, Healthy","Vegetarian friendly, Vegan options","Takeout, Seating, Accepts Credit Cards, Table Service",5.0,1.0,0.0,4.0,82.0,0.0
2255,Shanghai Family Chinese Restaurant,47,4.5,$$ - $$$,False,51.517204,-0.125719,False,False,"Chinese, Asian",The menu does not match the diets,"Delivery, Takeout, Reservations, Private Dining, Seating, Television, Highchairs Available, Serves Alcohol, American Express, Mastercard, Visa, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service",1.0,1.0,2.0,5.0,38.0,0.0
2256,The Ten Bells,474,4.0,$$ - $$$,False,51.519295,-0.074508,False,False,"Bar, British, Pub",The menu does not match the diets,"Seating, Serves Alcohol, Full Bar, Wine and Beer, American Express, Accepts Credit Cards",33.0,20.0,66.0,193.0,162.0,0.0
2257,The Wallace Restaurant,693,3.5,$$ - $$$,False,51.517532,-0.15317,False,False,European,"Vegetarian friendly, Vegan options, Gluten free options","Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",83.0,118.0,126.0,200.0,166.0,0.0
2258,Burger and Lobster at Harvey Nichols,1125,4.0,$$ - $$$,False,51.50175,-0.159513,True,False,"American, Seafood",Gluten free options,"Takeout, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, American Express, Mastercard, Visa, Free Wifi, Accepts Credit Cards, Table Service",52.0,46.0,94.0,381.0,552.0,0.0
2259,Korean Grill Kensington,13,5.0,$$$$,False,51.493755,-0.184353,False,False,"International, Barbecue, Asian, Korean",The menu does not match the diets,"Reservations, Seating, Highchairs Available, Mastercard, Visa, Accepts Credit Cards, Table Service, Non-smoking restaurants",0.0,0.0,0.0,1.0,12.0,0.0
2260,Bocconcino Soho,98,4.0,$$ - $$$,False,51.51471,-0.13729,True,False,Italian,"Vegetarian friendly, Vegan options","Reservations, Private Dining, Seating, Serves Alcohol, Full Bar, Wine and Beer, American Express, Mastercard, Visa, Digital Payments, Accepts Credit Cards, Table Service",9.0,10.0,12.0,5.0,63.0,0.0
2261,Steak on the Green,314,4.5,$$ - $$$,False,51.516003,-0.302107,False,False,"Steakhouse, British, Grill","Vegetarian friendly, Gluten free options","Reservations, Seating, Street Parking, Free off-street parking, Highchairs Available, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",17.0,19.0,21.0,41.0,216.0,0.0
2262,The Boot and Flogger,370,4.0,$$ - $$$,False,51.504196,-0.0934,False,False,"Bar, British, Wine Bar","Vegetarian friendly, Vegan options, Gluten free options","Reservations, Outdoor Seating, Buffet, Private Dining, Seating, Serves Alcohol, Full Bar, Wine and Beer, American Express, Mastercard, Visa, Free Wifi, Accepts Credit Cards, Table Service",15.0,14.0,27.0,126.0,188.0,0.0
2263,Elgin - Maida Vale,256,4.0,$$ - $$$,False,51.530334,-0.185287,True,False,Gastropub,"Vegetarian friendly, Vegan options, Gluten free options","Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, American Express, Mastercard, Visa, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service, Dog Friendly, Family style, Non-smoking restaurants",23.0,16.0,25.0,72.0,121.0,0.0
2264,Bunbunbun Vietnamese Food,287,4.0,$,False,51.530914,-0.077131,True,False,"Asian, Vietnamese","Vegetarian friendly, Vegan options, Gluten free options","Delivery, Takeout, Reservations, Seating, Serves Alcohol, Full Bar, Table Service, BYOB",32.0,9.0,29.0,101.0,116.0,0.0
2265,Casa Malevo,430,4.5,$$ - $$$,False,51.51462,-0.165374,True,False,"Steakhouse, Argentinean","Vegetarian friendly, Gluten free options","Reservations, Outdoor Seating, Private Dining, Seating, Serves Alcohol, Full Bar, American Express, Mastercard, Visa, Free Wifi, Accepts Credit Cards, Table Service",11.0,20.0,35.0,114.0,250.0,0.0
2266,Cibo,273,4.5,$$ - $$$,False,51.500256,-0.211145,False,False,Italian,"Vegetarian friendly, Vegan options, Gluten free options","Reservations, Seating, Serves Alcohol, Full Bar, Table Service",3.0,3.0,10.0,48.0,209.0,0.0
2267,Franco Manca Brixton,964,4.0,$,False,51.462864,-0.113788,True,False,"Italian, Pizza, Neapolitan, Campania, Southern-Italian","Vegetarian friendly, Vegan options, Gluten free options","Takeout, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service",49.0,45.0,89.0,251.0,531.0,0.0
2268,Caravan Exmouth Market,572,4.0,$$ - $$$,False,51.52542,-0.110112,True,False,Contemporary,"Vegetarian friendly, Vegan options, Gluten free options","Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, American Express, Mastercard, Visa, Free Wifi, Accepts Credit Cards, Table Service",37.0,37.0,90.0,210.0,198.0,0.0
2269,The Kilburn Arms,75,4.0,$$ - $$$,False,51.54088,-0.20491,True,False,"Bar, British, Pub",Vegetarian friendly,"Takeout, Reservations, Outdoor Seating, Seating, Serves Alcohol, Table Service",8.0,5.0,6.0,14.0,42.0,0.0
2270,Al Duca,609,4.0,$$ - $$$,False,51.508156,-0.136229,False,False,Italian,"Vegetarian friendly, Vegan options, Gluten free options","Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",11.0,14.0,66.0,244.0,274.0,0.0
2271,O'Neills,364,4.0,$$ - $$$,False,51.51417,-0.139544,False,False,"Irish, Bar, British, Pub",Vegetarian friendly,"Reservations, Outdoor Seating, Seating, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, American Express, Mastercard, Visa, Free Wifi, Accepts Credit Cards, Table Service, Live Music",35.0,24.0,41.0,111.0,153.0,0.0
2272,Gourmet Pizza,838,4.0,$$ - $$$,False,51.508144,-0.110103,False,False,"Italian, Pizza, European","Vegetarian friendly, Vegan options, Gluten free options","Delivery, Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service",64.0,53.0,141.0,286.0,293.0,0.0
2273,Cinquecento Soho,83,4.5,$$ - $$$,False,51.51469,-0.13117,True,False,"Italian, Pizza, Mediterranean, Neapolitan, Campania, Southern-Italian","Vegetarian friendly, Vegan options, Gluten free options","Delivery, Takeout, Reservations, Seating, Serves Alcohol, Full Bar, Wine and Beer, American Express, Free Wifi, Accepts Credit Cards, Table Service, Dog Friendly",2.0,3.0,2.0,3.0,73.0,0.0
2274,Nissi Mezedakia Restaurant,381,4.5,$$ - $$$,False,51.61903,-0.112727,False,False,"Mediterranean, Greek","Vegetarian friendly, Vegan options, Gluten free options","Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",20.0,10.0,35.0,71.0,245.0,0.0
2275,Addis Vegan Kitchen,47,5.0,$$ - $$$,False,51.509647,-0.099076,True,False,"African, Healthy, Ethiopian","Vegetarian friendly, Vegan options","Delivery, Reservations, Seating, Accepts Credit Cards, Table Service",0.0,0.0,0.0,0.0,47.0,0.0
2276,Aubaine Selfridges,382,4.0,$$ - $$$,False,51.515144,-0.152119,False,False,French,"Vegetarian friendly, Vegan options, Gluten free options","Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Table Service",28.0,27.0,58.0,128.0,141.0,0.0
2277,Lowlander,959,4.5,$$ - $$$,False,51.514683,-0.122343,False,False,"Belgian, Bar, European, Pub","Vegetarian friendly, Vegan options, Gluten free options","Reservations, Seating, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Dog Friendly",25.0,34.0,67.0,232.0,601.0,0.0
2278,Spaghetti House Cranbourn Street,1273,3.5,$$ - $$$,False,51.51181,-0.127496,False,False,"Italian, Pizza, Mediterranean, European","Vegetarian friendly, Vegan options, Gluten free options","Reservations, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Mastercard, Visa, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service, Gift Cards Available",142.0,121.0,181.0,363.0,467.0,0.0
2279,Mildreds Victoria,30,4.5,$$ - $$$,False,51.49412,-0.14232,True,False,"International, British, Fusion","Vegetarian friendly, Vegan options","Delivery, Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, American Express, Mastercard, Visa, Free Wifi, Accepts Credit Cards, Table Service, Dog Friendly, Family style, Non-smoking restaurants, Gift Cards Available",0.0,1.0,5.0,5.0,19.0,0.0
2280,Gaucho Charlotte Street,769,4.5,$$$$,False,51.520084,-0.136295,True,False,"Steakhouse, Latin",Gluten free options,"Reservations, Private Dining, Seating, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",22.0,36.0,80.0,206.0,425.0,0.0
2281,The Candlemaker,184,4.5,$$ - $$$,False,51.5117,-0.09018,False,False,"Steakhouse, Bar, British, Contemporary, Pub","Vegetarian friendly, Gluten free options","Reservations, Outdoor Seating, Seating, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Digital Payments, Free Wifi, Table Service",7.0,7.0,15.0,24.0,131.0,0.0
2282,Knoops,20,4.5,$,False,51.501907,-0.191101,True,False,Cafe,The menu does not match the diets,"Takeout, Outdoor Seating, Seating, Wheelchair Accessible, Accepts Credit Cards, Dog Friendly, Non-smoking restaurants, Gift Cards Available",1.0,0.0,0.0,3.0,16.0,0.0
2283,Kachori,300,5.0,$$ - $$$,False,51.493706,-0.096695,True,False,"Indian, Asian, Contemporary","Vegetarian friendly, Vegan options, Gluten free options","Reservations, Seating, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",3.0,1.0,3.0,11.0,282.0,0.0
2284,Santa Maria Pizzeria,135,4.0,$,False,51.520546,-0.139423,True,False,"Italian, Pizza, European, Neapolitan, Campania, Southern-Italian","Vegetarian friendly, Vegan options","Delivery, Takeout, Reservations, Seating, Serves Alcohol, Table Service",19.0,9.0,20.0,20.0,67.0,0.0
2285,The Glean Restuarant & Bar,92,4.5,$$ - $$$,False,51.512917,-0.103342,False,False,"American, European",The menu does not match the diets,"Reservations, Seating, Serves Alcohol, Full Bar, Table Service",2.0,1.0,8.0,32.0,49.0,0.0
2286,Radha Krishna Bhavan,252,4.5,$$ - $$$,False,51.426937,-0.169269,True,False,"Indian, International, Asian","Vegetarian friendly, Vegan options, Gluten free options","Delivery, Takeout, Reservations, Seating, Street Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Digital Payments, Accepts Credit Cards, Table Service",19.0,11.0,19.0,42.0,161.0,0.0
2287,Paradise ,134,3.5,$$ - $$$,False,51.51218,-0.13385,False,False,"Asian, Sri Lankan",Vegetarian friendly,"Reservations, Private Dining, Seating, Serves Alcohol, Wine and Beer, American Express, Mastercard, Visa, Accepts Credit Cards, Table Service",24.0,11.0,13.0,24.0,62.0,0.0
2288,San Carlo,420,3.5,$$$$,False,51.50813,-0.133258,True,False,"Italian, Steakhouse, Seafood, Mediterranean, European",Vegetarian friendly,"Reservations, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Free Wifi, Accepts Credit Cards, Table Service, Gift Cards Available",89.0,49.0,60.0,61.0,161.0,0.0
2289,Ishbilia,590,4.0,$$ - $$$,False,51.50174,-0.15863,True,False,"Lebanese, Mediterranean, Middle Eastern","Vegetarian friendly, Vegan options, Halal, Gluten free options","Delivery, Takeout, Reservations, Outdoor Seating, Private Dining, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service",32.0,25.0,55.0,155.0,323.0,0.0
2290,Stick & Bowl,230,4.0,$,False,51.50233,-0.188779,False,False,"Chinese, Asian, Cantonese, Hong Kong",Vegetarian friendly,"Takeout, Seating, Serves Alcohol, Table Service",17.0,10.0,22.0,75.0,106.0,0.0
2291,The Warwick Castle,227,4.0,$$ - $$$,False,51.52202,-0.183874,False,False,British,"Vegetarian friendly, Vegan options","Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Table Service",20.0,15.0,22.0,57.0,113.0,0.0
2292,Lasdun,445,4.0,$$ - $$$,False,51.507446,-0.114643,False,False,"European, British, Contemporary","Vegetarian friendly, Vegan options, Gluten free options","Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Table Service",33.0,35.0,65.0,154.0,158.0,1.0
2293,Canton Element Chinese Restaurant,282,4.5,$$ - $$$,False,51.519943,-0.117442,True,False,"Chinese, Asian, Cantonese, Hong Kong","Vegetarian friendly, Vegan options, Gluten free options","Delivery, Takeout, Reservations, Seating, Serves Alcohol, Table Service",18.0,6.0,18.0,73.0,167.0,0.0
2294,Gaucho Broadgate,771,4.5,$$$$,False,51.51939,-0.084145,True,False,"Steakhouse, Latin, Argentinean",Gluten free options,"Reservations, Private Dining, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",26.0,34.0,54.0,180.0,477.0,0.0
2295,MAP Maison,240,5.0,$$ - $$$,False,51.5387,-0.076864,False,False,"Bar, Cafe, International, Contemporary, Pub","Vegan options, Gluten free options","Reservations, Seating, Serves Alcohol, Full Bar, Wine and Beer, Free Wifi, Accepts Credit Cards, Table Service, Gift Cards Available",4.0,0.0,4.0,21.0,211.0,0.0
2296,Poppadom Indian Kitchen,119,4.0,$$ - $$$,False,51.52414,-0.128539,False,False,"Indian, Fusion","Vegetarian friendly, Vegan options","Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Table Service",8.0,11.0,14.0,32.0,54.0,0.0
2297,The Orchard Room,313,4.5,$$$$,False,51.499344,-0.133103,False,False,"Cafe, British",Gluten free options,"Reservations, Seating, Valet Parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, American Express, Mastercard, Visa, Free Wifi, Accepts Credit Cards, Table Service, Gift Cards Available",7.0,11.0,17.0,47.0,231.0,0.0
2298,Mala Indian Kitchen & Bar,89,4.0,$$ - $$$,False,51.50706,-0.029371,True,False,Indian,"Vegetarian friendly, Vegan options","Delivery, Takeout, Reservations, Outdoor Seating, Seating, Free off-street parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Mastercard, Visa, Free Wifi, Accepts Credit Cards, Table Service, Waterfront, Dog Friendly, Family style, Non-smoking restaurants",8.0,3.0,11.0,15.0,52.0,0.0
2299,Norfolk Arms,461,3.5,$$ - $$$,False,51.526608,-0.125249,False,False,"Bar, Mediterranean, European, Spanish, Pub","Vegetarian friendly, Vegan options, Gluten free options","Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",41.0,36.0,76.0,177.0,131.0,0.0
2300,Harvey Nichols Fifth Floor Café and Terrace,422,3.5,$$ - $$$,False,51.5018,-0.159717,False,False,"Cafe, European, British","Vegetarian friendly, Vegan options, Gluten free options","Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, American Express, Mastercard, Visa, Free Wifi, Accepts Credit Cards, Table Service",41.0,44.0,68.0,133.0,136.0,0.0
2301,Rudy's Pizza Napoletana - Shoreditch,167,5.0,$$ - $$$,False,51.52434,-0.077415,True,False,"Italian, Pizza, Neapolitan, Campania, Southern-Italian","Vegetarian friendly, Vegan options","Takeout, Reservations, Seating, Serves Alcohol, Table Service",1.0,1.0,2.0,8.0,155.0,0.0
